"xmin","xmax","ymin","ymax","name"
-148,-146,58,60,"0016/0017"
-146,-144,58,60,"0016/0018"
-144,-142,58,60,"0016/0019"
-142,-140,58,60,"0016/0020"
-140,-138,58,60,"0016/0021"
-138,-136,58,60,"0016/0022"
-136,-134,58,60,"0016/0023"
-134,-132,58,60,"0016/0024"
-132,-130,58,60,"0016/0025"
-130,-128,58,60,"0016/0026"
-128,-126,58,60,"0016/0027"
-126,-124,58,60,"0016/0028"
-124,-122,58,60,"0016/0029"
-122,-120,58,60,"0016/0030"
-120,-118,58,60,"0016/0031"
-118,-116,58,60,"0016/0032"
-116,-114,58,60,"0016/0033"
-114,-112,58,60,"0016/0034"
-112,-110,58,60,"0016/0035"
-110,-108,58,60,"0016/0036"
-108,-106,58,60,"0016/0037"
-106,-104,58,60,"0016/0038"
-104,-102,58,60,"0016/0039"
-102,-100,58,60,"0016/0040"
-100,-98,58,60,"0016/0041"
-98,-96,58,60,"0016/0042"
-96,-94,58,60,"0016/0043"
-94,-92,58,60,"0016/0044"
-92,-90,58,60,"0016/0045"
-82,-80,58,60,"0016/0050"
-80,-78,58,60,"0016/0051"
-78,-76,58,60,"0016/0052"
-76,-74,58,60,"0016/0053"
-74,-72,58,60,"0016/0054"
-72,-70,58,60,"0016/0055"
-70,-68,58,60,"0016/0056"
-68,-66,58,60,"0016/0057"
-66,-64,58,60,"0016/0058"
-64,-62,58,60,"0016/0059"
-62,-60,58,60,"0016/0060"
-60,-58,58,60,"0016/0061"
-8,-6,58,60,"0016/0087"
-6,-4,58,60,"0016/0088"
-4,-2,58,60,"0016/0089"
-2,0,58,60,"0016/0090"
0,2,58,60,"0016/0091"
2,4,58,60,"0016/0092"
4,6,58,60,"0016/0093"
6,8,58,60,"0016/0094"
8,10,58,60,"0016/0095"
10,12,58,60,"0016/0096"
12,14,58,60,"0016/0097"
14,16,58,60,"0016/0098"
16,18,58,60,"0016/0099"
18,20,58,60,"0016/0100"
20,22,58,60,"0016/0101"
22,24,58,60,"0016/0102"
24,26,58,60,"0016/0103"
26,28,58,60,"0016/0104"
28,30,58,60,"0016/0105"
30,32,58,60,"0016/0106"
32,34,58,60,"0016/0107"
34,36,58,60,"0016/0108"
36,38,58,60,"0016/0109"
38,40,58,60,"0016/0110"
40,42,58,60,"0016/0111"
42,44,58,60,"0016/0112"
44,46,58,60,"0016/0113"
46,48,58,60,"0016/0114"
48,50,58,60,"0016/0115"
50,52,58,60,"0016/0116"
52,54,58,60,"0016/0117"
54,56,58,60,"0016/0118"
56,58,58,60,"0016/0119"
58,60,58,60,"0016/0120"
60,62,58,60,"0016/0121"
62,64,58,60,"0016/0122"
-142,-140,56,58,"0017/0020"
-140,-138,56,58,"0017/0021"
-138,-136,56,58,"0017/0022"
-136,-134,56,58,"0017/0023"
-134,-132,56,58,"0017/0024"
-132,-130,56,58,"0017/0025"
-130,-128,56,58,"0017/0026"
-128,-126,56,58,"0017/0027"
-126,-124,56,58,"0017/0028"
-124,-122,56,58,"0017/0029"
-122,-120,56,58,"0017/0030"
-120,-118,56,58,"0017/0031"
-118,-116,56,58,"0017/0032"
-116,-114,56,58,"0017/0033"
-114,-112,56,58,"0017/0034"
-112,-110,56,58,"0017/0035"
-110,-108,56,58,"0017/0036"
-108,-106,56,58,"0017/0037"
-106,-104,56,58,"0017/0038"
-104,-102,56,58,"0017/0039"
-102,-100,56,58,"0017/0040"
-100,-98,56,58,"0017/0041"
-98,-96,56,58,"0017/0042"
-96,-94,56,58,"0017/0043"
-94,-92,56,58,"0017/0044"
-92,-90,56,58,"0017/0045"
-90,-88,56,58,"0017/0046"
-88,-86,56,58,"0017/0047"
-80,-78,56,58,"0017/0051"
-78,-76,56,58,"0017/0052"
-76,-74,56,58,"0017/0053"
-74,-72,56,58,"0017/0054"
-72,-70,56,58,"0017/0055"
-70,-68,56,58,"0017/0056"
-68,-66,56,58,"0017/0057"
-66,-64,56,58,"0017/0058"
-64,-62,56,58,"0017/0059"
-62,-60,56,58,"0017/0060"
-60,-58,56,58,"0017/0061"
-10,-8,56,58,"0017/0086"
-8,-6,56,58,"0017/0087"
-6,-4,56,58,"0017/0088"
-4,-2,56,58,"0017/0089"
-2,0,56,58,"0017/0090"
0,2,56,58,"0017/0091"
6,8,56,58,"0017/0094"
8,10,56,58,"0017/0095"
10,12,56,58,"0017/0096"
12,14,56,58,"0017/0097"
14,16,56,58,"0017/0098"
16,18,56,58,"0017/0099"
18,20,56,58,"0017/0100"
20,22,56,58,"0017/0101"
22,24,56,58,"0017/0102"
24,26,56,58,"0017/0103"
26,28,56,58,"0017/0104"
28,30,56,58,"0017/0105"
30,32,56,58,"0017/0106"
32,34,56,58,"0017/0107"
34,36,56,58,"0017/0108"
36,38,56,58,"0017/0109"
38,40,56,58,"0017/0110"
40,42,56,58,"0017/0111"
42,44,56,58,"0017/0112"
44,46,56,58,"0017/0113"
46,48,56,58,"0017/0114"
48,50,56,58,"0017/0115"
50,52,56,58,"0017/0116"
52,54,56,58,"0017/0117"
54,56,56,58,"0017/0118"
56,58,56,58,"0017/0119"
58,60,56,58,"0017/0120"
60,62,56,58,"0017/0121"
62,64,56,58,"0017/0122"
-138,-136,54,56,"0018/0022"
-136,-134,54,56,"0018/0023"
-134,-132,54,56,"0018/0024"
-132,-130,54,56,"0018/0025"
-130,-128,54,56,"0018/0026"
-128,-126,54,56,"0018/0027"
-126,-124,54,56,"0018/0028"
-124,-122,54,56,"0018/0029"
-122,-120,54,56,"0018/0030"
-120,-118,54,56,"0018/0031"
-118,-116,54,56,"0018/0032"
-116,-114,54,56,"0018/0033"
-114,-112,54,56,"0018/0034"
-112,-110,54,56,"0018/0035"
-110,-108,54,56,"0018/0036"
-108,-106,54,56,"0018/0037"
-106,-104,54,56,"0018/0038"
-104,-102,54,56,"0018/0039"
-102,-100,54,56,"0018/0040"
-100,-98,54,56,"0018/0041"
-98,-96,54,56,"0018/0042"
-96,-94,54,56,"0018/0043"
-94,-92,54,56,"0018/0044"
-92,-90,54,56,"0018/0045"
-90,-88,54,56,"0018/0046"
-88,-86,54,56,"0018/0047"
-86,-84,54,56,"0018/0048"
-84,-82,54,56,"0018/0049"
-82,-80,54,56,"0018/0050"
-80,-78,54,56,"0018/0051"
-78,-76,54,56,"0018/0052"
-76,-74,54,56,"0018/0053"
-74,-72,54,56,"0018/0054"
-72,-70,54,56,"0018/0055"
-70,-68,54,56,"0018/0056"
-68,-66,54,56,"0018/0057"
-66,-64,54,56,"0018/0058"
-64,-62,54,56,"0018/0059"
-62,-60,54,56,"0018/0060"
-60,-58,54,56,"0018/0061"
-58,-56,54,56,"0018/0062"
-56,-54,54,56,"0018/0063"
-12,-10,54,56,"0018/0085"
-10,-8,54,56,"0018/0086"
-8,-6,54,56,"0018/0087"
-6,-4,54,56,"0018/0088"
-4,-2,54,56,"0018/0089"
-2,0,54,56,"0018/0090"
0,2,54,56,"0018/0091"
8,10,54,56,"0018/0095"
10,12,54,56,"0018/0096"
12,14,54,56,"0018/0097"
14,16,54,56,"0018/0098"
16,18,54,56,"0018/0099"
18,20,54,56,"0018/0100"
20,22,54,56,"0018/0101"
22,24,54,56,"0018/0102"
24,26,54,56,"0018/0103"
26,28,54,56,"0018/0104"
28,30,54,56,"0018/0105"
30,32,54,56,"0018/0106"
32,34,54,56,"0018/0107"
34,36,54,56,"0018/0108"
36,38,54,56,"0018/0109"
38,40,54,56,"0018/0110"
40,42,54,56,"0018/0111"
42,44,54,56,"0018/0112"
44,46,54,56,"0018/0113"
46,48,54,56,"0018/0114"
48,50,54,56,"0018/0115"
50,52,54,56,"0018/0116"
52,54,54,56,"0018/0117"
54,56,54,56,"0018/0118"
56,58,54,56,"0018/0119"
58,60,54,56,"0018/0120"
60,62,54,56,"0018/0121"
62,64,54,56,"0018/0122"
-134,-132,52,54,"0019/0024"
-132,-130,52,54,"0019/0025"
-130,-128,52,54,"0019/0026"
-128,-126,52,54,"0019/0027"
-126,-124,52,54,"0019/0028"
-124,-122,52,54,"0019/0029"
-122,-120,52,54,"0019/0030"
-120,-118,52,54,"0019/0031"
-118,-116,52,54,"0019/0032"
-116,-114,52,54,"0019/0033"
-114,-112,52,54,"0019/0034"
-112,-110,52,54,"0019/0035"
-110,-108,52,54,"0019/0036"
-108,-106,52,54,"0019/0037"
-106,-104,52,54,"0019/0038"
-104,-102,52,54,"0019/0039"
-102,-100,52,54,"0019/0040"
-100,-98,52,54,"0019/0041"
-98,-96,52,54,"0019/0042"
-96,-94,52,54,"0019/0043"
-94,-92,52,54,"0019/0044"
-92,-90,52,54,"0019/0045"
-90,-88,52,54,"0019/0046"
-88,-86,52,54,"0019/0047"
-86,-84,52,54,"0019/0048"
-84,-82,52,54,"0019/0049"
-82,-80,52,54,"0019/0050"
-80,-78,52,54,"0019/0051"
-78,-76,52,54,"0019/0052"
-76,-74,52,54,"0019/0053"
-74,-72,52,54,"0019/0054"
-72,-70,52,54,"0019/0055"
-70,-68,52,54,"0019/0056"
-68,-66,52,54,"0019/0057"
-66,-64,52,54,"0019/0058"
-64,-62,52,54,"0019/0059"
-62,-60,52,54,"0019/0060"
-60,-58,52,54,"0019/0061"
-58,-56,52,54,"0019/0062"
-56,-54,52,54,"0019/0063"
-12,-10,52,54,"0019/0085"
-10,-8,52,54,"0019/0086"
-8,-6,52,54,"0019/0087"
-6,-4,52,54,"0019/0088"
-4,-2,52,54,"0019/0089"
-2,0,52,54,"0019/0090"
0,2,52,54,"0019/0091"
2,4,52,54,"0019/0092"
4,6,52,54,"0019/0093"
6,8,52,54,"0019/0094"
8,10,52,54,"0019/0095"
10,12,52,54,"0019/0096"
12,14,52,54,"0019/0097"
14,16,52,54,"0019/0098"
16,18,52,54,"0019/0099"
18,20,52,54,"0019/0100"
20,22,52,54,"0019/0101"
22,24,52,54,"0019/0102"
24,26,52,54,"0019/0103"
26,28,52,54,"0019/0104"
28,30,52,54,"0019/0105"
30,32,52,54,"0019/0106"
32,34,52,54,"0019/0107"
34,36,52,54,"0019/0108"
36,38,52,54,"0019/0109"
38,40,52,54,"0019/0110"
40,42,52,54,"0019/0111"
42,44,52,54,"0019/0112"
44,46,52,54,"0019/0113"
46,48,52,54,"0019/0114"
48,50,52,54,"0019/0115"
50,52,52,54,"0019/0116"
52,54,52,54,"0019/0117"
54,56,52,54,"0019/0118"
56,58,52,54,"0019/0119"
58,60,52,54,"0019/0120"
60,62,52,54,"0019/0121"
62,64,52,54,"0019/0122"
-134,-132,50,52,"0020/0024"
-132,-130,50,52,"0020/0025"
-130,-128,50,52,"0020/0026"
-128,-126,50,52,"0020/0027"
-126,-124,50,52,"0020/0028"
-124,-122,50,52,"0020/0029"
-122,-120,50,52,"0020/0030"
-120,-118,50,52,"0020/0031"
-118,-116,50,52,"0020/0032"
-116,-114,50,52,"0020/0033"
-114,-112,50,52,"0020/0034"
-112,-110,50,52,"0020/0035"
-110,-108,50,52,"0020/0036"
-108,-106,50,52,"0020/0037"
-106,-104,50,52,"0020/0038"
-104,-102,50,52,"0020/0039"
-102,-100,50,52,"0020/0040"
-100,-98,50,52,"0020/0041"
-98,-96,50,52,"0020/0042"
-96,-94,50,52,"0020/0043"
-94,-92,50,52,"0020/0044"
-92,-90,50,52,"0020/0045"
-90,-88,50,52,"0020/0046"
-88,-86,50,52,"0020/0047"
-86,-84,50,52,"0020/0048"
-84,-82,50,52,"0020/0049"
-82,-80,50,52,"0020/0050"
-80,-78,50,52,"0020/0051"
-78,-76,50,52,"0020/0052"
-76,-74,50,52,"0020/0053"
-74,-72,50,52,"0020/0054"
-72,-70,50,52,"0020/0055"
-70,-68,50,52,"0020/0056"
-68,-66,50,52,"0020/0057"
-66,-64,50,52,"0020/0058"
-64,-62,50,52,"0020/0059"
-62,-60,50,52,"0020/0060"
-60,-58,50,52,"0020/0061"
-58,-56,50,52,"0020/0062"
-56,-54,50,52,"0020/0063"
-12,-10,50,52,"0020/0085"
-10,-8,50,52,"0020/0086"
-8,-6,50,52,"0020/0087"
-6,-4,50,52,"0020/0088"
-4,-2,50,52,"0020/0089"
-2,0,50,52,"0020/0090"
0,2,50,52,"0020/0091"
2,4,50,52,"0020/0092"
4,6,50,52,"0020/0093"
6,8,50,52,"0020/0094"
8,10,50,52,"0020/0095"
10,12,50,52,"0020/0096"
12,14,50,52,"0020/0097"
14,16,50,52,"0020/0098"
16,18,50,52,"0020/0099"
18,20,50,52,"0020/0100"
20,22,50,52,"0020/0101"
22,24,50,52,"0020/0102"
24,26,50,52,"0020/0103"
26,28,50,52,"0020/0104"
28,30,50,52,"0020/0105"
30,32,50,52,"0020/0106"
32,34,50,52,"0020/0107"
34,36,50,52,"0020/0108"
36,38,50,52,"0020/0109"
38,40,50,52,"0020/0110"
40,42,50,52,"0020/0111"
42,44,50,52,"0020/0112"
44,46,50,52,"0020/0113"
46,48,50,52,"0020/0114"
48,50,50,52,"0020/0115"
50,52,50,52,"0020/0116"
52,54,50,52,"0020/0117"
54,56,50,52,"0020/0118"
56,58,50,52,"0020/0119"
58,60,50,52,"0020/0120"
60,62,50,52,"0020/0121"
62,64,50,52,"0020/0122"
-130,-128,48,50,"0021/0026"
-128,-126,48,50,"0021/0027"
-126,-124,48,50,"0021/0028"
-124,-122,48,50,"0021/0029"
-122,-120,48,50,"0021/0030"
-120,-118,48,50,"0021/0031"
-118,-116,48,50,"0021/0032"
-116,-114,48,50,"0021/0033"
-114,-112,48,50,"0021/0034"
-112,-110,48,50,"0021/0035"
-110,-108,48,50,"0021/0036"
-108,-106,48,50,"0021/0037"
-106,-104,48,50,"0021/0038"
-104,-102,48,50,"0021/0039"
-102,-100,48,50,"0021/0040"
-100,-98,48,50,"0021/0041"
-98,-96,48,50,"0021/0042"
-96,-94,48,50,"0021/0043"
-94,-92,48,50,"0021/0044"
-92,-90,48,50,"0021/0045"
-90,-88,48,50,"0021/0046"
-88,-86,48,50,"0021/0047"
-86,-84,48,50,"0021/0048"
-84,-82,48,50,"0021/0049"
-82,-80,48,50,"0021/0050"
-80,-78,48,50,"0021/0051"
-78,-76,48,50,"0021/0052"
-76,-74,48,50,"0021/0053"
-74,-72,48,50,"0021/0054"
-72,-70,48,50,"0021/0055"
-70,-68,48,50,"0021/0056"
-68,-66,48,50,"0021/0057"
-66,-64,48,50,"0021/0058"
-64,-62,48,50,"0021/0059"
-62,-60,48,50,"0021/0060"
-60,-58,48,50,"0021/0061"
-58,-56,48,50,"0021/0062"
-56,-54,48,50,"0021/0063"
-54,-52,48,50,"0021/0064"
-52,-50,48,50,"0021/0065"
-12,-10,48,50,"0021/0085"
-10,-8,48,50,"0021/0086"
-8,-6,48,50,"0021/0087"
-6,-4,48,50,"0021/0088"
-4,-2,48,50,"0021/0089"
-2,0,48,50,"0021/0090"
0,2,48,50,"0021/0091"
2,4,48,50,"0021/0092"
4,6,48,50,"0021/0093"
6,8,48,50,"0021/0094"
8,10,48,50,"0021/0095"
10,12,48,50,"0021/0096"
12,14,48,50,"0021/0097"
14,16,48,50,"0021/0098"
16,18,48,50,"0021/0099"
18,20,48,50,"0021/0100"
20,22,48,50,"0021/0101"
22,24,48,50,"0021/0102"
24,26,48,50,"0021/0103"
26,28,48,50,"0021/0104"
28,30,48,50,"0021/0105"
30,32,48,50,"0021/0106"
32,34,48,50,"0021/0107"
34,36,48,50,"0021/0108"
36,38,48,50,"0021/0109"
38,40,48,50,"0021/0110"
40,42,48,50,"0021/0111"
42,44,48,50,"0021/0112"
44,46,48,50,"0021/0113"
46,48,48,50,"0021/0114"
48,50,48,50,"0021/0115"
50,52,48,50,"0021/0116"
52,54,48,50,"0021/0117"
54,56,48,50,"0021/0118"
56,58,48,50,"0021/0119"
58,60,48,50,"0021/0120"
60,62,48,50,"0021/0121"
62,64,48,50,"0021/0122"
64,66,48,50,"0021/0123"
-128,-126,46,48,"0022/0027"
-126,-124,46,48,"0022/0028"
-124,-122,46,48,"0022/0029"
-122,-120,46,48,"0022/0030"
-120,-118,46,48,"0022/0031"
-118,-116,46,48,"0022/0032"
-116,-114,46,48,"0022/0033"
-114,-112,46,48,"0022/0034"
-112,-110,46,48,"0022/0035"
-110,-108,46,48,"0022/0036"
-108,-106,46,48,"0022/0037"
-106,-104,46,48,"0022/0038"
-104,-102,46,48,"0022/0039"
-102,-100,46,48,"0022/0040"
-100,-98,46,48,"0022/0041"
-98,-96,46,48,"0022/0042"
-96,-94,46,48,"0022/0043"
-94,-92,46,48,"0022/0044"
-92,-90,46,48,"0022/0045"
-90,-88,46,48,"0022/0046"
-88,-86,46,48,"0022/0047"
-86,-84,46,48,"0022/0048"
-84,-82,46,48,"0022/0049"
-82,-80,46,48,"0022/0050"
-80,-78,46,48,"0022/0051"
-78,-76,46,48,"0022/0052"
-76,-74,46,48,"0022/0053"
-74,-72,46,48,"0022/0054"
-72,-70,46,48,"0022/0055"
-70,-68,46,48,"0022/0056"
-68,-66,46,48,"0022/0057"
-66,-64,46,48,"0022/0058"
-64,-62,46,48,"0022/0059"
-62,-60,46,48,"0022/0060"
-60,-58,46,48,"0022/0061"
-58,-56,46,48,"0022/0062"
-56,-54,46,48,"0022/0063"
-54,-52,46,48,"0022/0064"
-52,-50,46,48,"0022/0065"
-4,-2,46,48,"0022/0089"
-2,0,46,48,"0022/0090"
0,2,46,48,"0022/0091"
2,4,46,48,"0022/0092"
4,6,46,48,"0022/0093"
6,8,46,48,"0022/0094"
8,10,46,48,"0022/0095"
10,12,46,48,"0022/0096"
12,14,46,48,"0022/0097"
14,16,46,48,"0022/0098"
16,18,46,48,"0022/0099"
18,20,46,48,"0022/0100"
20,22,46,48,"0022/0101"
22,24,46,48,"0022/0102"
24,26,46,48,"0022/0103"
26,28,46,48,"0022/0104"
28,30,46,48,"0022/0105"
30,32,46,48,"0022/0106"
32,34,46,48,"0022/0107"
34,36,46,48,"0022/0108"
36,38,46,48,"0022/0109"
38,40,46,48,"0022/0110"
40,42,46,48,"0022/0111"
42,44,46,48,"0022/0112"
44,46,46,48,"0022/0113"
46,48,46,48,"0022/0114"
48,50,46,48,"0022/0115"
50,52,46,48,"0022/0116"
52,54,46,48,"0022/0117"
54,56,46,48,"0022/0118"
56,58,46,48,"0022/0119"
58,60,46,48,"0022/0120"
60,62,46,48,"0022/0121"
62,64,46,48,"0022/0122"
-124,-122,44,46,"0023/0029"
-122,-120,44,46,"0023/0030"
-120,-118,44,46,"0023/0031"
-118,-116,44,46,"0023/0032"
-116,-114,44,46,"0023/0033"
-114,-112,44,46,"0023/0034"
-112,-110,44,46,"0023/0035"
-110,-108,44,46,"0023/0036"
-108,-106,44,46,"0023/0037"
-106,-104,44,46,"0023/0038"
-104,-102,44,46,"0023/0039"
-102,-100,44,46,"0023/0040"
-100,-98,44,46,"0023/0041"
-98,-96,44,46,"0023/0042"
-96,-94,44,46,"0023/0043"
-94,-92,44,46,"0023/0044"
-92,-90,44,46,"0023/0045"
-90,-88,44,46,"0023/0046"
-88,-86,44,46,"0023/0047"
-86,-84,44,46,"0023/0048"
-84,-82,44,46,"0023/0049"
-82,-80,44,46,"0023/0050"
-80,-78,44,46,"0023/0051"
-78,-76,44,46,"0023/0052"
-76,-74,44,46,"0023/0053"
-74,-72,44,46,"0023/0054"
-72,-70,44,46,"0023/0055"
-70,-68,44,46,"0023/0056"
-68,-66,44,46,"0023/0057"
-66,-64,44,46,"0023/0058"
-64,-62,44,46,"0023/0059"
-62,-60,44,46,"0023/0060"
-60,-58,44,46,"0023/0061"
-58,-56,44,46,"0023/0062"
-56,-54,44,46,"0023/0063"
-54,-52,44,46,"0023/0064"
-52,-50,44,46,"0023/0065"
-4,-2,44,46,"0023/0089"
-2,0,44,46,"0023/0090"
0,2,44,46,"0023/0091"
2,4,44,46,"0023/0092"
4,6,44,46,"0023/0093"
6,8,44,46,"0023/0094"
8,10,44,46,"0023/0095"
10,12,44,46,"0023/0096"
12,14,44,46,"0023/0097"
14,16,44,46,"0023/0098"
16,18,44,46,"0023/0099"
18,20,44,46,"0023/0100"
20,22,44,46,"0023/0101"
22,24,44,46,"0023/0102"
24,26,44,46,"0023/0103"
26,28,44,46,"0023/0104"
28,30,44,46,"0023/0105"
32,34,44,46,"0023/0107"
34,36,44,46,"0023/0108"
36,38,44,46,"0023/0109"
38,40,44,46,"0023/0110"
40,42,44,46,"0023/0111"
42,44,44,46,"0023/0112"
44,46,44,46,"0023/0113"
46,48,44,46,"0023/0114"
48,50,44,46,"0023/0115"
50,52,44,46,"0023/0116"
52,54,44,46,"0023/0117"
54,56,44,46,"0023/0118"
56,58,44,46,"0023/0119"
58,60,44,46,"0023/0120"
60,62,44,46,"0023/0121"
-124,-122,42,44,"0024/0029"
-122,-120,42,44,"0024/0030"
-120,-118,42,44,"0024/0031"
-118,-116,42,44,"0024/0032"
-116,-114,42,44,"0024/0033"
-114,-112,42,44,"0024/0034"
-112,-110,42,44,"0024/0035"
-110,-108,42,44,"0024/0036"
-108,-106,42,44,"0024/0037"
-106,-104,42,44,"0024/0038"
-104,-102,42,44,"0024/0039"
-102,-100,42,44,"0024/0040"
-100,-98,42,44,"0024/0041"
-98,-96,42,44,"0024/0042"
-96,-94,42,44,"0024/0043"
-94,-92,42,44,"0024/0044"
-92,-90,42,44,"0024/0045"
-90,-88,42,44,"0024/0046"
-88,-86,42,44,"0024/0047"
-86,-84,42,44,"0024/0048"
-84,-82,42,44,"0024/0049"
-82,-80,42,44,"0024/0050"
-80,-78,42,44,"0024/0051"
-78,-76,42,44,"0024/0052"
-76,-74,42,44,"0024/0053"
-74,-72,42,44,"0024/0054"
-72,-70,42,44,"0024/0055"
-70,-68,42,44,"0024/0056"
-68,-66,42,44,"0024/0057"
-66,-64,42,44,"0024/0058"
-64,-62,42,44,"0024/0059"
-62,-60,42,44,"0024/0060"
-60,-58,42,44,"0024/0061"
-58,-56,42,44,"0024/0062"
-10,-8,42,44,"0024/0086"
-8,-6,42,44,"0024/0087"
-6,-4,42,44,"0024/0088"
-4,-2,42,44,"0024/0089"
-2,0,42,44,"0024/0090"
0,2,42,44,"0024/0091"
2,4,42,44,"0024/0092"
4,6,42,44,"0024/0093"
6,8,42,44,"0024/0094"
8,10,42,44,"0024/0095"
10,12,42,44,"0024/0096"
12,14,42,44,"0024/0097"
14,16,42,44,"0024/0098"
16,18,42,44,"0024/0099"
18,20,42,44,"0024/0100"
20,22,42,44,"0024/0101"
22,24,42,44,"0024/0102"
24,26,42,44,"0024/0103"
26,28,42,44,"0024/0104"
28,30,42,44,"0024/0105"
38,40,42,44,"0024/0110"
40,42,42,44,"0024/0111"
42,44,42,44,"0024/0112"
44,46,42,44,"0024/0113"
46,48,42,44,"0024/0114"
50,52,42,44,"0024/0116"
52,54,42,44,"0024/0117"
54,56,42,44,"0024/0118"
56,58,42,44,"0024/0119"
58,60,42,44,"0024/0120"
60,62,42,44,"0024/0121"
62,64,42,44,"0024/0122"
-124,-122,40,42,"0025/0029"
-122,-120,40,42,"0025/0030"
-120,-118,40,42,"0025/0031"
-118,-116,40,42,"0025/0032"
-116,-114,40,42,"0025/0033"
-114,-112,40,42,"0025/0034"
-112,-110,40,42,"0025/0035"
-110,-108,40,42,"0025/0036"
-108,-106,40,42,"0025/0037"
-106,-104,40,42,"0025/0038"
-104,-102,40,42,"0025/0039"
-102,-100,40,42,"0025/0040"
-100,-98,40,42,"0025/0041"
-98,-96,40,42,"0025/0042"
-96,-94,40,42,"0025/0043"
-94,-92,40,42,"0025/0044"
-92,-90,40,42,"0025/0045"
-90,-88,40,42,"0025/0046"
-88,-86,40,42,"0025/0047"
-86,-84,40,42,"0025/0048"
-84,-82,40,42,"0025/0049"
-82,-80,40,42,"0025/0050"
-80,-78,40,42,"0025/0051"
-78,-76,40,42,"0025/0052"
-76,-74,40,42,"0025/0053"
-74,-72,40,42,"0025/0054"
-72,-70,40,42,"0025/0055"
-70,-68,40,42,"0025/0056"
-68,-66,40,42,"0025/0057"
-66,-64,40,42,"0025/0058"
-64,-62,40,42,"0025/0059"
-62,-60,40,42,"0025/0060"
-10,-8,40,42,"0025/0086"
-8,-6,40,42,"0025/0087"
-6,-4,40,42,"0025/0088"
-4,-2,40,42,"0025/0089"
-2,0,40,42,"0025/0090"
0,2,40,42,"0025/0091"
2,4,40,42,"0025/0092"
8,10,40,42,"0025/0095"
10,12,40,42,"0025/0096"
12,14,40,42,"0025/0097"
14,16,40,42,"0025/0098"
16,18,40,42,"0025/0099"
18,20,40,42,"0025/0100"
20,22,40,42,"0025/0101"
22,24,40,42,"0025/0102"
24,26,40,42,"0025/0103"
26,28,40,42,"0025/0104"
28,30,40,42,"0025/0105"
30,32,40,42,"0025/0106"
32,34,40,42,"0025/0107"
34,36,40,42,"0025/0108"
36,38,40,42,"0025/0109"
38,40,40,42,"0025/0110"
40,42,40,42,"0025/0111"
42,44,40,42,"0025/0112"
44,46,40,42,"0025/0113"
46,48,40,42,"0025/0114"
48,50,40,42,"0025/0115"
52,54,40,42,"0025/0117"
54,56,40,42,"0025/0118"
56,58,40,42,"0025/0119"
58,60,40,42,"0025/0120"
60,62,40,42,"0025/0121"
62,64,40,42,"0025/0122"
-124,-122,38,40,"0026/0029"
-122,-120,38,40,"0026/0030"
-120,-118,38,40,"0026/0031"
-118,-116,38,40,"0026/0032"
-116,-114,38,40,"0026/0033"
-114,-112,38,40,"0026/0034"
-112,-110,38,40,"0026/0035"
-110,-108,38,40,"0026/0036"
-108,-106,38,40,"0026/0037"
-106,-104,38,40,"0026/0038"
-104,-102,38,40,"0026/0039"
-102,-100,38,40,"0026/0040"
-100,-98,38,40,"0026/0041"
-98,-96,38,40,"0026/0042"
-96,-94,38,40,"0026/0043"
-94,-92,38,40,"0026/0044"
-92,-90,38,40,"0026/0045"
-90,-88,38,40,"0026/0046"
-88,-86,38,40,"0026/0047"
-86,-84,38,40,"0026/0048"
-84,-82,38,40,"0026/0049"
-82,-80,38,40,"0026/0050"
-80,-78,38,40,"0026/0051"
-78,-76,38,40,"0026/0052"
-76,-74,38,40,"0026/0053"
-74,-72,38,40,"0026/0054"
-72,-70,38,40,"0026/0055"
-70,-68,38,40,"0026/0056"
-68,-66,38,40,"0026/0057"
-10,-8,38,40,"0026/0086"
-8,-6,38,40,"0026/0087"
-6,-4,38,40,"0026/0088"
-4,-2,38,40,"0026/0089"
-2,0,38,40,"0026/0090"
0,2,38,40,"0026/0091"
2,4,38,40,"0026/0092"
8,10,38,40,"0026/0095"
14,16,38,40,"0026/0098"
16,18,38,40,"0026/0099"
18,20,38,40,"0026/0100"
20,22,38,40,"0026/0101"
22,24,38,40,"0026/0102"
24,26,38,40,"0026/0103"
26,28,38,40,"0026/0104"
28,30,38,40,"0026/0105"
30,32,38,40,"0026/0106"
32,34,38,40,"0026/0107"
34,36,38,40,"0026/0108"
36,38,38,40,"0026/0109"
38,40,38,40,"0026/0110"
40,42,38,40,"0026/0111"
42,44,38,40,"0026/0112"
44,46,38,40,"0026/0113"
46,48,38,40,"0026/0114"
48,50,38,40,"0026/0115"
52,54,38,40,"0026/0117"
54,56,38,40,"0026/0118"
56,58,38,40,"0026/0119"
58,60,38,40,"0026/0120"
60,62,38,40,"0026/0121"
62,64,38,40,"0026/0122"
-124,-122,36,38,"0027/0029"
-122,-120,36,38,"0027/0030"
-120,-118,36,38,"0027/0031"
-118,-116,36,38,"0027/0032"
-116,-114,36,38,"0027/0033"
-114,-112,36,38,"0027/0034"
-112,-110,36,38,"0027/0035"
-110,-108,36,38,"0027/0036"
-108,-106,36,38,"0027/0037"
-106,-104,36,38,"0027/0038"
-104,-102,36,38,"0027/0039"
-102,-100,36,38,"0027/0040"
-100,-98,36,38,"0027/0041"
-98,-96,36,38,"0027/0042"
-96,-94,36,38,"0027/0043"
-94,-92,36,38,"0027/0044"
